Case Description,Issue Type
"Hi,

Yes, I wish to proceed with the termination, please see the following
information to withdraw the MyCash balance from your eWallet:

1) Confirmation that the particulars in your profile is updated

SAW LIN YAUNG (GXXXX543M)

2) Reason to terminate the account

Going back to Myanmar

3) Bank account details:

PayNow account linked to singapore mobile number 97978110



Option 1 - Bank Transfer

·       Payee Name:

·       Bank Name:

·       Bank Account No:

·       *Bank Code

·       *Branch Code

·       *SWIFT Code



*Optional, only required for transfer to Maybank / Standard Chartered or
Citibank account

Option 2 – PayNow

·       Name: SAW LIN YAUNG

·       NRIC No:

·       Mobile No: 97978110

·       PayNow account link to (Please indicate NRIC or Mobile No.):

Appreciate for your kind assistance.

Best Regards,

SAW
On Sat, 13 Mar 2021 at 09:13, Active SG Helpdesk 
wrote:

>  Hi Saw,
>
> Thank you for writing to ActiveSG Technical HelpDesk.
>
>
> (Withdrawal from MyCash can only be done upon account termination) Please
> be informed that ActiveSG account termination is permanent and upon
> successful termination, you will not be able to re-register as an ActiveSG
> user/member again under the same NRIC/ID.
>
> If you wish to proceed with the termination, please provide the following
> information for us to withdraw your MyCash balance from your eWallet:
>
> 1) Confirmation that the particulars in your profile is updated
>
> 2) Reason to terminate the account
>
> 3) Bank account details:
>
>
>
> Option 1 - Bank Transfer
>
> ·       Payee Name:
>
> ·       Bank Name:
>
> ·       Bank Account No:
>
> ·       *Bank Code
>
> ·       *Branch Code
>
> ·       *SWIFT Code
>
>
>
> *Optional, only required for transfer to Maybank / Standard Chartered or
> Citibank account
>
> Option 2 – PayNow
>
> ·       Name:
>
> ·       NRIC No:
>
> ·       Mobile No:
>
> ·       PayNow account link to (Please indicate NRIC or Mobile No.):
>
>
>
>
> For technical-related issues, contact us again at +65 65941388 (Mon to
> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
> click here. https://members.myactivesg.com/feedback.
>
> Thank you.
>
>
> Warmest Regards,
>
> Shafinaz
>
> ActiveSG Technical Helpdesk
>
> iAPPS Pte Ltd
>
> 3 Fusionopolis Way, #13
> 
> -24/25
>
> Symbiosis, Singapore 138633
>
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* linyg.saw@gmail.com
> *Date:* 13/03/2021 08:53am
> *To:* helpme@iappsasia.com
> *Subject:* Re: [CASE:216445] ActiveSG Contact Us
> Thank you for your response. I am referring to “Mycash”
>
> On Sat, 13 Mar 2021 at 08:52, Active SG Helpdesk 
> wrote:
>
>> Hi
>>
>> Thank you for writing in to the ActiveSG Technical Helpdesk.
>>
>> May we check if you are referring to the MyCash or ActiveSG credits?
>>
>> Thank you.
>>
>> For technical-related issues, contact us again at +65 65941388 (Mon to
>> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
>> click here. https://members.myactivesg.com/feedback.
>>
>> Best Regards,
>> Rachel
>>
>> *ActiveSG Technical Helpdesk*
>> iAPPS Pte Ltd
>> 3 Fusionopolis Way, #13
>> 
>> -24/25
>> Symbiosis, Singapore 138633
>> Helpline: 65941388
>>
>>
>> ------------------------------
>>
>> *From:* linyg.saw@gmail.com
>> *Date:* 13/03/2021 08:39am
>> *To:* helpme@iappsasia.com
>> *Subject:* [CASE:216445] ActiveSG Contact Us
>> Hi,
>>
>> Could u kindly advise me how to withdraw my balance as I am not using
>> ActiveSG anymore?
>>
>> Thanks.
>>
>> Best Regards,
>> Saw
>>
> --
> Best Regards,
> Saw
>
-- 
Best Regards,
Saw
",Membership
"Dear sir / mdm 

I would like to request to cancel my sg active account. My name is Wang Qiaoling. I tried to use myinfo to sign up the account and get $100 free. However, it stops me from proceeding. After that, I tried to manually key in my info and create account but no $100 was given. Hence, I would like to request to cancel my current account and I will re sign up by using myinfo. 

Would appreciate your help .

Thank you. 

Best regards 
Wang Qiaoling ",Membership
"Hi! I want to create an active SG acnt fpr my child. She is holding a
student pass. How do i register her?

Regards,
Charity
",Membership
"Dear Helpdesk,

I am using Activewallet on the app via Singpass. As such I have not entered an email and PIN before. As I am trying to book a slot at the swimming pool, I am asked for my PIN to allow it. However, I don’t know my PIN.

I have tried going online to reset my PIN, however the website says that there is no email found for my account, and I cannot find a way to add an email address in both the app and the account on the “my profile” page. The email input field is either absent or totally not there. Thanks for your help!

Warmest Regards,
Ariel :) — the disciple whom Jesus loves",Membership
"Good evening,

I am writing in the request a refund for my gym booking for the 22nd of
March, as I had accidentally cancelled the booking. I have already
re-booked the same slot within the app after I realised the mistake. Is it
possible to request for a refund of the booking fee?

Thank you.

Best regards,
Goh Chang Wei
",Booking
"Hey guys,
I was looking for some articles about climbing knots when I found an
excellent post on your blog: The Different Types of Climbing Knots


Anyway, we recently published a similar article on this topic: 10 Essential
Knots for Rope Access


If you like our article and find it valuable, would you consider linking to
our post from your article? It would help us a lot.

Anyway, keep up the good work!

Cheers,
Matej
",Others
"Dear Sirs/Madam,

Could you please advise how to register children less than 12 years old for
a supplementary ActiveSG Account in conjunction with the ActiveSG Account
of his or her parents.

I have checked your site but I can't find further instruction.

Please advise if children can be sign in for ActiveSG account if they are
not Singaporean/PR.

Thank you.
PLA.
https://members.myactivesg.com/terms-conditions.html
ActiveSG Account

1.2.1 Creation of Account: In order to enjoy our Programmes and Facilities,
you will first need to be a registered user by creating an ActiveSG account
via the Site or the App (""ActiveSG Account""). You will be able to access
up-to-date information and make various transactions like book facilities,
register for programmes, activate ActiveSG membership (subject to clause
1.3 below) and access your ActiveSG eWallet (subject to clause 1.4 below).
1.2.2 Individuals under the age of 12 may apply for a supplementary
ActiveSG Account through the following means:
i. in conjunction with the ActiveSG Account of his or her parent or legal
guardian (the ""Primary Account holder""); or
ii. in event his or her parent or legal guardian does not have an ActiveSG
Account, with the consent of his or her parent or legal guardian.

The Primary Account holder, or the parent or legal guardian (whichever the
case may be) shall be responsible for the supplementary member’s compliance
with the Terms of Use herein.

Holders of supplementary ActiveSG Accounts will have their accounts
automatically converted to a Primary Account upon the age of 12.
",Membership
"Hi,

My ActiveSG account is tagged as a Supplementary account even though I am 22 years old this year. This prevents me from purchasing certain gym schemes. Your assistance would be greatly appreciated.

Choon Hock",Membership
"Hi,

I check both application and websites but I still can't find options you
state below.

I don't see ADD CHILD in app or Supplementary account in website.

Snapshots as below.  Could you please advise.

Thank you.

Best regards,
PLA.

On Fri, Mar 19, 2021, 9:16 PM Active SG Helpdesk 
wrote:

> Hi,
>
> 1) *For children who are 11 years old and below, you may create a
> supplementary account via the parent's account.*
>
> Using the application: Login as existing user -> ME -> ADD CHILD-> Fill in
> the details.
>
> Using the website: Login as existing user -> Supplementary Accounts ->
> Fill in the details.
>
> After the supplementary account is created, you will need to verify the
> account at any of the Sports Centre or Swimming Complex. Please bring along
> the original birth certificate.
>
> Unverified accounts may still proceed with booking of facilities and
> programmes but capped at standard rates.
>
> 2) *For children who are foreigners*
>
> You may register your child account as individual. Note that input of
> mobile number and email address is required. If number have already been
> registered in parent account and child do not have any other number to
> register, kindly visit any of the nearest Sports Centre or Swimming Complex
> and register over the counter.
>
>
> Thank you.
> With Best Regards,
> Azimah
>
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* phamivanyuk@gmail.com
> *Date:* 19-03-2021 09:08pm
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:218617] How to register supplement account for children
> in ActiveSG
> Dear Sirs/Madam,
>
> Could you please advise how to register children less than 12 years old
> for a supplementary ActiveSG Account in conjunction with the ActiveSG
> Account of his or her parents.
>
> I have checked your site but I can't find further instruction.
>
> Please advise if children can be sign in for ActiveSG account if they are
> not Singaporean/PR.
>
> Thank you.
> PLA.
> https://members.myactivesg.com/terms-conditions.html
> ActiveSG Account
>
> 1.2.1 Creation of Account: In order to enjoy our Programmes and
> Facilities, you will first need to be a registered user by creating an
> ActiveSG account via the Site or the App (""ActiveSG Account""). You will be
> able to access up-to-date information and make various transactions like
> book facilities, register for programmes, activate ActiveSG membership
> (subject to clause 1.3 below) and access your ActiveSG eWallet (subject to
> clause 1.4 below).
> 1.2.2 Individuals under the age of 12 may apply for a supplementary
> ActiveSG Account through the following means:
> i. in conjunction with the ActiveSG Account of his or her parent or legal
> guardian (the ""Primary Account holder""); or
> ii. in event his or her parent or legal guardian does not have an ActiveSG
> Account, with the consent of his or her parent or legal guardian.
>
> The Primary Account holder, or the parent or legal guardian (whichever the
> case may be) shall be responsible for the supplementary member’s compliance
> with the Terms of Use herein.
>
> Holders of supplementary ActiveSG Accounts will have their accounts
> automatically converted to a Primary Account upon the age of 12.
>
",Membership
"Dear Sir/Mdm,



Currently, I just update my residential status from work pass to pr. How I
can update my profile to pr residential status or just terminate the old
account and open new account for it?



Please advise it.



Thank you so much. Have a nice day
",Membership
"Not able to add my child name.
Indicated child ID not valid

Regards 
mr Loh
On behalf of wife Mdm Lim


Sent from my iPhone
",Membership
"Hi! 

I am unable to ballot although I had hit my goal. 
",GameOn Nila
"Hi,
I switched from Windows to Mac, to get that speed in booking. But, looks
like the website in itself is in the poorest form.
At 7 am, why does the website get jammed.

Look at the screenshot, the ""Add to Cart"" button is missing.
My God !! I am already frustrated with this.


Frustrated yours,
Sajeesh
",Web
"Dear Sir / Madam,

I’m Ivan an ActiveSG member and Badminton lovers.

In the last few days I experienced an issue on activeSG apps. After submit the Captcha, it never proceed to the calendar for booking.
I need to return the screen and start back from Captcha.
Really frustrated as can’t book or get suitable time due to this issue.
Please let me know how to solve this issue.

Another concern is solving captcha. Is it possible to make clear picture of Captcha or make simple question with bigger picture ?
One mistakes  to answer the captcha means waste time and chances to get court is less.

Is it possible to change time for booking ( e.g at midnight ) ?
The concern is at 7 am most of people are busy go to office.
So it’s quite tough if want to use ActiveSg app during this time.
Kindly look into the above concerns and looking forward improvement on ActiveSg system.

Thanks and Best Regards,
Ivan
",Android
"Good day ActiveSG,
Understand that as i have not renew my ActiveSG credit and my credit was redue to zero dollar. How can i revert it back to $100 credit?
Hope to hear from u soon. 
Regards,Li min (Mr)Hp. 98509869

Sent from Yahoo Mail on Android",Wallet
"Hi Yuki, 

Thanks for the prompt reply.

I had uninstalled and installed but still the same. 


Th button doesn’t turn red for me to ballot. 

My details: 
HP: 97475369
IPhone 12 Pro Max
OS version: 14.4.1
App shd be the latest version 2.21

Thanks. 

Wendy


> On 20 Mar 2021, at 6:58 AM, Active SG Helpdesk  wrote:
> 
> ﻿
> Hi,  
> Thank you for writing in to ActiveSg Technical Helpdesk.  
> 
> If you are unable to level up on GameOn Nila, please uninstall and reinstall the application and try again. 
> 
> 
> 
> If the issue persists, please advise us on the following details so that we can check:-
>  
> Mobile No.:
> Phone Model:
> OS/Android Version:
> App Version:
> Do share with us a screenshot of the issue as well. 
> 
> 
> 
> In regards to the balloting, kindly refer to https://www.myactivesg.com/About-ActiveSG/GameOnNILMar21 for more information (attached relevant information).  
> 
>  
> 
> For technical-related issues, contact us again at +65 65941388 (Mon to Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries, click here. https://members.myactivesg.com/feedback.
> 
> Thank you.
> 
>  
> With Best Regards,
>  
> Yuki
> ActiveSG Technical Helpdesk
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>  
>  
> From: leeylyn@icloud.com
> Date: 20/03/2021 01:46am
> To: helpme@iappsasia.com
> Subject: [CASE:218628] ActiveSG Contact Us
> 
> Hi! 
> 
> I am unable to ballot although I had hit my goal. 
> ",GameOn Nila
"Hi,
I had recently booked the ActiveSG Gym at Bukit Gombak, but the fee charged
for $3.30 Standard Adult fee instead of Singapore citizen Senior Fee of
$1.50.
Could you please rectify and advise why I have to pay $3.30 instead of
$1.50?
Attached the invoice for your easy reference.
Rgds, from Loo Yoke Yew
",Enquiries
"
Dear In Charge,

Hope this email finds you well. 

I have booked the Badminton court on 4 April at Swiss cottage court 1 at 1pm-3pm. However, I realised that I am unable to make it. May I know if I can cancel the booking and get a refund? 

Thanks for your help🥺😭
 
Best,
Yuet Yan

",Booking
"Hi Rachel,
Thanks for your swift reply..I have now verified my account and charge with
the correct entitlement fee.

On Sat, 20 Mar 2021, 9:31 am Active SG Helpdesk, 
wrote:

> Hi
>
> Thank you for writing in to the ActiveSG Technical Helpdesk.
>
> We have checked your account and you were charged $3.30 as your account
> has not been verified. To verify your account, please follow the steps
> below:
>
> 1. Log in via members.myactivesg.com > Click on link/red cross beside
> name > Verify account using SingPass
>
> Thank you.
>
> For technical-related issues, contact us again at +65 65941388 (Mon to
> Sun, 7am to 10pm) or email: helpme@iappsasia.com. For other enquiries,
> click here. https://members.myactivesg.com/feedback.
>
> Best Regards,
> Rachel
>
> *ActiveSG Technical Helpdesk*
> iAPPS Pte Ltd
> 3 Fusionopolis Way, #13-24/25
> Symbiosis, Singapore 138633
> Helpline: 65941388
>
>
> ------------------------------
>
> *From:* angielooyy@gmail.com
> *Date:* 20/03/2021 09:25am
> *To:* helpme@iappsasia.com
> *Subject:* [CASE:218636] Overcharge of fee for ActiveSG Gym
> Hi,
> I had recently booked the ActiveSG Gym at Bukit Gombak, but the fee
> charged for $3.30 Standard Adult fee instead of Singapore citizen Senior
> Fee of $1.50.
> Could you please rectify and advise why I have to pay $3.30 instead of
> $1.50?
> Attached the invoice for your easy reference.
> Rgds, from Loo Yoke Yew
>
",Enquiries
"Dear Support Team,

Are you able to advise on this issue?
Please assist to investigate the issue as reported by the user.
Please do expedite and keep us in the loop for any updates on the issue.

Name -  Khidhir REDZUAN
Agency - SPORT
User-id - KHIDHIR_REDZUAN
Location - Jurong East Swimming complex
Contact - 96582575
Issue - Active SG POS is not working
Error - Active SG POS is no longer available
Application is not working in any of the IPAD from yesterday. All prompts the same error message


Best Regards,

Vivek
Technical Support Executive

[PCCW_Solutions_R[2]]
Your Partner for Success

To help us serve you better:
Please Log New Incident by mailing us on
E-mail us on AFM_PCCW_SERVICEDESK@support.gov.sg

If you are seeking updates and follow-up on your case?
E-Mail us with Incident No# in subject line on AFM_PCCW_followup@support.gov.sg

Service Desk Escalation Points:
Level 1 -  Rafael_Ricfel_BONDOC_from.AFMPCCW@support.gov.sg

Level 2 - Bhavani_RANGANATHA_from.AFMPCCW@support.gov.sg




Disclaimer: The Information contained in this E-Mail and any attachments to it are confidential, if you are not the intended recipient you must not review, disseminate or copy it. Please notify sender.


",POS
